S,I,R,Reaction Type
35,8,163,2
35,7,164,2
35,6,165,2
35,5,166,6
36,5,166,2
36,4,167,6
37,4,167,6
38,4,167,1
37,5,167,6
38,5,167,6
39,5,167,6
40,5,167,2
40,4,168,6
41,4,168,6
42,4,168,6
43,4,168,6
44,4,168,6
45,4,168,6
46,4,168,5
46,4,167,6
47,4,167,6
48,4,167,6
49,4,167,6
50,4,167,1
49,5,167,6
50,5,167,1
49,6,167,6
50,6,167,6
51,6,167,6
52,6,167,1
51,7,167,2
51,6,168,6
52,6,168,6
53,6,168,6
54,6,168,2
54,5,169,1
53,6,169,6
54,6,169,6
55,6,169,6
56,6,169,6
57,6,169,2
57,5,170,5
57,5,169,6
58,5,169,6
59,5,169,6
60,5,169,5
60,5,168,6
61,5,168,1
60,6,168,1
59,7,168,6
60,7,168,1
59,8,168,6
60,8,168,1
59,9,168,6
60,9,168,2
60,8,169,1
59,9,169,6
60,9,169,2
60,8,170,6
61,8,170,2
61,7,171,1
60,8,171,1
59,9,171,6
60,9,171,6
61,9,171,2
61,8,172,6
62,8,172,2
62,7,173,6
63,7,173,1
62,8,173,1
61,9,173,1
60,10,173,6
61,10,173,1
60,11,173,6
61,11,173,6
62,11,173,4
62,10,173,2
62,9,174,2
62,8,175,1
61,9,175,1
60,10,175,6
61,10,175,2
61,9,176,1
60,10,176,6
61,10,176,6
62,10,176,1
61,11,176,1
60,12,176,2
60,11,177,6
61,11,177,6
62,11,177,1
61,12,177,1
60,13,177,2
60,12,178,6
61,12,178,6
62,12,178,2
62,11,179,2
62,10,180,2
62,9,181,1
61,10,181,6
62,10,181,6
63,10,181,1
62,11,181,6
63,11,181,2
63,10,182,6
64,10,182,6
65,10,182,6
66,10,182,1
65,11,182,6
66,11,182,6
67,11,182,6
68,11,182,6
69,11,182,2
69,10,183,6
70,10,183,6
71,10,183,6
72,10,183,2
72,9,184,1
71,10,184,1
70,11,184,2
70,10,185,1
69,11,185,2
69,10,186,6
70,10,186,1
69,11,186,2
69,10,187,1
68,11,187,2
68,10,188,1
67,11,188,6
68,11,188,6
69,11,188,1
68,12,188,6
69,12,188,6
70,12,188,1
69,13,188,6
70,13,188,6
71,13,188,6
72,13,188,1
71,14,188,1
70,15,188,1
69,16,188,6
70,16,188,2
70,15,189,2
70,14,190,1
69,15,190,1
68,16,190,6
69,16,190,2
69,15,191,1
68,16,191,2
68,15,192,2
68,14,193,2
68,13,194,1
67,14,194,6
68,14,194,1
67,15,194,2
67,14,195,6
68,14,195,1
67,15,195,1
66,16,195,6
67,16,195,2
67,15,196,6
68,15,196,1
67,16,196,2
67,15,197,1
66,16,197,6
67,16,197,1
66,17,197,2
66,16,198,1
65,17,198,1
64,18,198,2
64,17,199,1
63,18,199,2
63,17,200,1
62,18,200,2
62,17,201,2
62,16,202,1
61,17,202,1
60,18,202,6
61,18,202,6
62,18,202,6
63,18,202,1
62,19,202,2
62,18,203,1
61,19,203,2
61,18,204,6
62,18,204,1
61,19,204,2
61,18,205,1
60,19,205,6
61,19,205,1
60,20,205,6
61,20,205,1
60,21,205,1
59,22,205,6
60,22,205,2
60,21,206,1
59,22,206,1
58,23,206,1
57,24,206,1
56,25,206,6
57,25,206,2
57,24,207,1
56,25,207,2
56,24,208,6
57,24,208,1
56,25,208,2
56,24,209,6
57,24,209,1
56,25,209,5
56,25,208,2
56,24,209,1
55,25,209,2
55,24,210,2
55,23,211,1
54,24,211,1
53,25,211,6
54,25,211,6
55,25,211,1
54,26,211,5
54,26,210,1
53,27,210,2
53,26,211,2
53,25,212,2
53,24,213,1
52,25,213,6
53,25,213,6
54,25,213,2
54,24,214,2
54,23,215,6
55,23,215,1
54,24,215,1
53,25,215,1
52,26,215,1
51,27,215,2
51,26,216,6
52,26,216,2
52,25,217,2
52,24,218,1
51,25,218,2
51,24,219,1
50,25,219,6
51,25,219,6
52,25,219,1
51,26,219,1
50,27,219,2
50,26,220,6
51,26,220,6
52,26,220,6
53,26,220,1
52,27,220,1
51,28,220,2
51,27,221,2
51,26,222,1
50,27,222,6
51,27,222,6
52,27,222,6
53,27,222,6
54,27,222,2
54,26,223,2
54,25,224,1
53,26,224,1
52,27,224,1
51,28,224,2
51,27,225,6
52,27,225,1
51,28,225,2
51,27,226,2
51,26,227,6
52,26,227,6
53,26,227,1
52,27,227,1
51,28,227,1
50,29,227,5
50,29,226,2
50,28,227,1
49,29,227,2
49,28,228,1
48,29,228,1
47,30,228,6
48,30,228,2
48,29,229,6
49,29,229,1
48,30,229,1
47,31,229,2
47,30,230,2
47,29,231,1
46,30,231,2
46,29,232,1
45,30,232,6
46,30,232,2
46,29,233,1
45,30,233,2
45,29,234,2
45,28,235,2
45,27,236,6
46,27,236,6
47,27,236,1
46,28,236,6
47,28,236,6
48,28,236,2
48,27,237,2
48,26,238,2
48,25,239,6
49,25,239,2
49,24,240,6
50,24,240,1
49,25,240,1
48,26,240,2
48,25,241,1
47,26,241,1
46,27,241,1
45,28,241,1
44,29,241,6
45,29,241,2
45,28,242,6
46,28,242,1
45,29,242,6
46,29,242,1
45,30,242,2
45,29,243,6
46,29,243,1
45,30,243,2
45,29,244,2
45,28,245,6
46,28,245,1
45,29,245,2
45,28,246,2
45,27,247,1
44,28,247,6
45,28,247,1
44,29,247,6
45,29,247,1
44,30,247,1
43,31,247,5
43,31,246,1
42,32,246,1
41,33,246,1
40,34,246,2
40,33,247,2
40,32,248,2
40,31,249,6
41,31,249,1
40,32,249,1
39,33,249,6
40,33,249,2
40,32,250,2
40,31,251,6
41,31,251,1
40,32,251,2
40,31,252,5
40,31,251,1
39,32,251,2
39,31,252,2
39,30,253,2
39,29,254,2
39,28,255,1
38,29,255,2
38,28,256,2
38,27,257,6
39,27,257,1
38,28,257,2
38,27,258,2
38,26,259,2
38,25,260,1
37,26,260,1
36,27,260,6
37,27,260,6
38,27,260,5
38,27,259,1
37,28,259,2
37,27,260,5
37,27,259,1
36,28,259,2
36,27,260,2
36,26,261,6
37,26,261,1
36,27,261,1
35,28,261,2
35,27,262,2
35,26,263,1
34,27,263,2
34,26,264,2
34,25,265,1
33,26,265,1
32,27,265,2
32,26,266,2
32,25,267,6
33,25,267,2
33,24,268,1
32,25,268,1
31,26,268,2
31,25,269,6
32,25,269,2
32,24,270,6
33,24,270,1
32,25,270,2
32,24,271,6
33,24,271,2
33,23,272,1
32,24,272,2
32,23,273,1
31,24,273,2
31,23,274,6
32,23,274,1
31,24,274,1
30,25,274,2
30,24,275,2
30,23,276,5
30,23,275,2
30,22,276,6
31,22,276,5
31,22,275,6
32,22,275,2
32,21,276,1
31,22,276,1
30,23,276,6
31,23,276,1
30,24,276,1
29,25,276,1
28,26,276,1
27,27,276,2
27,26,277,2
27,25,278,2
27,24,279,1
26,25,279,6
27,25,279,6
28,25,279,6
29,25,279,6
30,25,279,2
30,24,280,6
31,24,280,6
32,24,280,1
31,25,280,2
31,24,281,1
30,25,281,1
29,26,281,2
29,25,282,1
28,26,282,2
28,25,283,6
29,25,283,2
29,24,284,2
29,23,285,2
29,22,286,6
30,22,286,6
31,22,286,2
31,21,287,1
30,22,287,1
29,23,287,2
29,22,288,2
29,21,289,2
29,20,290,2
29,19,291,6
30,19,291,1
29,20,291,1
28,21,291,6
29,21,291,6
30,21,291,2
30,20,292,6
31,20,292,1
30,21,292,1
29,22,292,5
29,22,291,1
28,23,291,1
27,24,291,1
26,25,291,6
27,25,291,6
28,25,291,6
29,25,291,6
30,25,291,2
30,24,292,6
31,24,292,2
31,23,293,2
31,22,294,1
30,23,294,1
29,24,294,6
30,24,294,1
29,25,294,1
28,26,294,1
27,27,294,2
27,26,295,2
27,25,296,2
27,24,297,6
28,24,297,6
29,24,297,2
29,23,298,1
28,24,298,2
28,23,299,2
28,22,300,2
28,21,301,2
28,20,302,1
27,21,302,6
28,21,302,1
27,22,302,2
27,21,303,6
28,21,303,1
27,22,303,2
27,21,304,1
26,22,304,2
26,21,305,6
27,21,305,2
27,20,306,6
28,20,306,2
28,19,307,1
27,20,307,6
28,20,307,6
29,20,307,6
30,20,307,2
30,19,308,6
31,19,308,6
32,19,308,1
31,20,308,6
32,20,308,2
32,19,309,2
32,18,310,1
31,19,310,1
30,20,310,2
30,19,311,1
29,20,311,2
29,19,312,6
30,19,312,2
30,18,313,6
31,18,313,6
32,18,313,5
32,18,312,1
31,19,312,6
32,19,312,2
32,18,313,1
31,19,313,6
32,19,313,6
33,19,313,2
33,18,314,6
34,18,314,6
35,18,314,6
36,18,314,6
37,18,314,2
37,17,315,1
36,18,315,6
37,18,315,6
38,18,315,6
39,18,315,6
40,18,315,6
41,18,315,1
40,19,315,6
41,19,315,2
41,18,316,1
40,19,316,1
39,20,316,2
39,19,317,6
40,19,317,2
40,18,318,6
41,18,318,2
41,17,319,2
41,16,320,2
41,15,321,6
42,15,321,1
41,16,321,5
41,16,320,1
40,17,320,1
39,18,320,2
39,17,321,1
38,18,321,2
38,17,322,1
37,18,322,6
38,18,322,1
37,19,322,2
37,18,323,2
37,17,324,1
36,18,324,1
35,19,324,2
35,18,325,6
36,18,325,2
36,17,326,1
35,18,326,5
35,18,325,2
35,17,326,6
36,17,326,2
36,16,327,1
35,17,327,2
35,16,328,1
34,17,328,6
35,17,328,1
34,18,328,2
34,17,329,6
35,17,329,1
34,18,329,2
34,17,330,1
33,18,330,6
34,18,330,6
35,18,330,6
36,18,330,2
36,17,331,2
36,16,332,6
37,16,332,1
36,17,332,6
37,17,332,1
36,18,332,2
36,17,333,2
36,16,334,2
36,15,335,2
36,14,336,6
37,14,336,1
36,15,336,2
36,14,337,6
37,14,337,6
38,14,337,6
39,14,337,1
38,15,337,6
100,1,0,3
99,1,0,6
100,1,0,6
101,1,0,6
102,1,0,6
103,1,0,6
104,1,0,6
105,1,0,1
104,2,0,6
105,2,0,6
106,2,0,1
105,3,0,1
104,4,0,6
105,4,0,1
104,5,0,6
105,5,0,6
106,5,0,2
106,4,1,2
106,3,2,6
107,3,2,2
107,2,3,3
106,2,3,6
107,2,3,6
108,2,3,1
107,3,3,2
107,2,4,6
108,2,4,2
108,1,5,6
109,1,5,6
110,1,5,6
111,1,5,1
110,2,5,6
111,2,5,6
112,2,5,6
113,2,5,6
114,2,5,6
115,2,5,6
116,2,5,1
115,3,5,6
116,3,5,1
115,4,5,1
114,5,5,6
115,5,5,6
116,5,5,1
115,6,5,3
114,6,5,2
114,5,6,1
113,6,6,1
112,7,6,2
112,6,7,6
113,6,7,6
114,6,7,1
113,7,7,1
112,8,7,2
112,7,8,1
111,8,8,6
112,8,8,6
113,8,8,2
113,7,9,2
113,6,10,6
114,6,10,1
113,7,10,1
112,8,10,2
112,7,11,2
112,6,12,6
113,6,12,6
114,6,12,1
113,7,12,1
112,8,12,1
111,9,12,1
110,10,12,1
109,11,12,1
108,12,12,1
107,13,12,6
108,13,12,1
107,14,12,1
106,15,12,2
106,14,13,2
106,13,14,6
107,13,14,2
107,12,15,6
108,12,15,1
107,13,15,1
106,14,15,1
105,15,15,6
106,15,15,1
105,16,15,2
105,15,16,2
105,14,17,1
104,15,17,6
105,15,17,1
104,16,17,6
105,16,17,1
104,17,17,1
103,18,17,3
102,18,17,1
101,19,17,2
101,18,18,2
101,17,19,1
100,18,19,6
101,18,19,1
100,19,19,1
99,20,19,2
99,19,20,6
100,19,20,1
99,20,20,1
98,21,20,2
98,20,21,1
97,21,21,1
96,22,21,6
97,22,21,6
98,22,21,6
99,22,21,1
98,23,21,2
98,22,22,1
97,23,22,2
97,22,23,1
96,23,23,2
96,22,24,1
95,23,24,1
94,24,24,1
93,25,24,1
92,26,24,6
93,26,24,6
94,26,24,1
93,27,24,1
92,28,24,2
92,27,25,1
91,28,25,1
90,29,25,1
89,30,25,1
88,31,25,1
87,32,25,6
88,32,25,2
88,31,26,1
87,32,26,1
86,33,26,1
85,34,26,6
86,34,26,1
85,35,26,1
84,36,26,1
83,37,26,1
82,38,26,6
83,38,26,2
83,37,27,6
84,37,27,1
83,38,27,6
84,38,27,6
85,38,27,6
86,38,27,2
86,37,28,1
85,38,28,1
84,39,28,1
83,40,28,2
83,39,29,2
83,38,30,1
82,39,30,2
82,38,31,1
81,39,31,1
80,40,31,1
79,41,31,2
79,40,32,1
78,41,32,2
78,40,33,1
77,41,33,1
76,42,33,1
75,43,33,1
74,44,33,2
74,43,34,2
74,42,35,2
74,41,36,1
73,42,36,6
74,42,36,1
73,43,36,6
74,43,36,1
73,44,36,2
73,43,37,2
73,42,38,1
72,43,38,6
73,43,38,1
72,44,38,2
72,43,39,2
72,42,40,2
72,41,41,2
72,40,42,1
71,41,42,1
70,42,42,6
71,42,42,1
70,43,42,6
71,43,42,6
72,43,42,5
72,43,41,2
72,42,42,6
73,42,42,1
72,43,42,2
72,42,43,2
72,41,44,2
72,40,45,1
71,41,45,1
70,42,45,2
70,41,46,2
70,40,47,1
69,41,47,6
70,41,47,2
70,40,48,2
70,39,49,2
70,38,50,2
70,37,51,1
69,38,51,2
69,37,52,2
69,36,53,2
69,35,54,6
70,35,54,1
69,36,54,2
69,35,55,6
70,35,55,2
70,34,56,2
70,33,57,6
71,33,57,1
70,34,57,1
69,35,57,2
69,34,58,1
68,35,58,2
68,34,59,2
68,33,60,6
69,33,60,2
69,32,61,2
69,31,62,6
70,31,62,1
69,32,62,2
69,31,63,2
69,30,64,1
68,31,64,2
68,30,65,2
68,29,66,2
68,28,67,1
67,29,67,6
68,29,67,6
69,29,67,6
70,29,67,1
69,30,67,1
68,31,67,2
68,30,68,1
67,31,68,1
66,32,68,6
67,32,68,2
67,31,69,6
68,31,69,2
68,30,70,1
67,31,70,2
67,30,71,2
67,29,72,1
66,30,72,2
66,29,73,6
67,29,73,1
66,30,73,1
65,31,73,2
65,30,74,1
64,31,74,2
64,30,75,2
64,29,76,6
65,29,76,2
65,28,77,2
65,27,78,1
64,28,78,2
64,27,79,1
63,28,79,2
63,27,80,1
62,28,80,2
62,27,81,1
61,28,81,1
60,29,81,6
61,29,81,2
61,28,82,1
60,29,82,1
59,30,82,2
59,29,83,1
58,30,83,1
57,31,83,2
57,30,84,1
56,31,84,1
55,32,84,2
55,31,85,2
55,30,86,2
55,29,87,1
54,30,87,1
53,31,87,2
53,30,88,2
53,29,89,2
53,28,90,1
52,29,90,1
51,30,90,6
52,30,90,6
53,30,90,1
52,31,90,1
51,32,90,2
51,31,91,2
51,30,92,2
51,29,93,2
51,28,94,2
51,27,95,1
50,28,95,6
51,28,95,6
52,28,95,6
53,28,95,6
54,28,95,2
54,27,96,1
53,28,96,2
53,27,97,6
54,27,97,1
53,28,97,2
53,27,98,1
52,28,98,1
51,29,98,6
52,29,98,1
51,30,98,6
52,30,98,6
53,30,98,2
53,29,99,6
54,29,99,6
55,29,99,2
55,28,100,2
55,27,101,6
56,27,101,2
56,26,102,1
55,27,102,1
54,28,102,1
53,29,102,1
52,30,102,1
51,31,102,2
51,30,103,2
51,29,104,6
52,29,104,2
52,28,105,1
51,29,105,1
50,30,105,6
51,30,105,6
52,30,105,2
52,29,106,4
52,28,106,6
53,28,106,2
53,27,107,1
52,28,107,6
53,28,107,2
53,27,108,2
53,26,109,1
52,27,109,3
51,27,109,2
51,26,110,1
50,27,110,1
49,28,110,6
50,28,110,2
50,27,111,6
51,27,111,1
50,28,111,2
50,27,112,1
49,28,112,1
48,29,112,1
47,30,112,2
47,29,113,2
47,28,114,1
46,29,114,5
46,29,113,2
46,28,114,2
46,27,115,6
47,27,115,6
48,27,115,2
48,26,116,1
47,27,116,1
46,28,116,1
45,29,116,2
45,28,117,1
44,29,117,1
43,30,117,2
43,29,118,1
42,30,118,2
42,29,119,1
41,30,119,2
41,29,120,2
41,28,121,6
42,28,121,1
41,29,121,2
41,28,122,6
42,28,122,5
42,28,121,2
42,27,122,1
41,28,122,6
42,28,122,1
41,29,122,6
42,29,122,2
42,28,123,1
41,29,123,1
40,30,123,1
39,31,123,1
38,32,123,1
37,33,123,2
37,32,124,2
37,31,125,3
36,31,125,6
37,31,125,6
38,31,125,6
39,31,125,1
38,32,125,1
37,33,125,5
37,33,124,1
36,34,124,1
35,35,124,1
34,36,124,2
34,35,125,1
33,36,125,2
33,35,126,6
34,35,126,1
33,36,126,1
32,37,126,1
31,38,126,6
32,38,126,2
32,37,127,1
31,38,127,6
32,38,127,2
32,37,128,2
32,36,129,2
32,35,130,1
31,36,130,2
31,35,131,6
32,35,131,1
31,36,131,6
32,36,131,2
32,35,132,2
32,34,133,1
31,35,133,2
31,34,134,1
30,35,134,2
30,34,135,1
29,35,135,6
30,35,135,2
30,34,136,6
31,34,136,2
31,33,137,2
31,32,138,5
31,32,137,6
32,32,137,2
32,31,138,2
32,30,139,6
33,30,139,2
33,29,140,2
33,28,141,1
32,29,141,2
32,28,142,2
32,27,143,2
32,26,144,1
31,27,144,1
30,28,144,6
31,28,144,2
31,27,145,2
31,26,146,2
31,25,147,2
31,24,148,2
31,23,149,1
30,24,149,1
29,25,149,1
28,26,149,2
28,25,150,1
27,26,150,2
27,25,151,1
26,26,151,2
26,25,152,6
27,25,152,6
28,25,152,1
27,26,152,2
27,25,153,6
28,25,153,1
27,26,153,1
26,27,153,6
27,27,153,1
26,28,153,2
26,27,154,2
26,26,155,2
26,25,156,1
25,26,156,1
24,27,156,6
25,27,156,6
26,27,156,2
26,26,157,2
26,25,158,2
26,24,159,6
27,24,159,6
28,24,159,1
27,25,159,2
27,24,160,2
27,23,161,2
27,22,162,2
27,21,163,6
28,21,163,2
28,20,164,2
28,19,165,6
29,19,165,2
29,18,166,2
29,17,167,1
28,18,167,1
27,19,167,1
26,20,167,6
27,20,167,2
27,19,168,6
28,19,168,1
27,20,168,2
27,19,169,6
28,19,169,6
29,19,169,2
29,18,170,2
29,17,171,6
30,17,171,1
29,18,171,2
29,17,172,6
30,17,172,5
30,17,171,1
29,18,171,2
29,17,172,2
29,16,173,1
28,17,173,1
27,18,173,6
28,18,173,1
27,19,173,2
27,18,174,6
28,18,174,6
29,18,174,1
28,19,174,2
28,18,175,2
28,17,176,6
29,17,176,2
29,16,177,6
30,16,177,6
31,16,177,2
31,15,178,2
31,14,179,2
31,13,180,2
31,12,181,2
31,11,182,2
31,10,183,6
32,10,183,6
33,10,183,2
33,9,184,2
33,8,185,2
33,7,186,1
32,8,186,2
32,7,187,5
32,7,186,4
32,6,186,5
32,6,185,1
31,7,185,6
32,7,185,6
33,7,185,6
34,7,185,1
33,8,185,5
33,8,184,2
33,7,185,6
34,7,185,2
34,6,186,1
33,7,186,2
33,6,187,6
34,6,187,1
33,7,187,6
34,7,187,1
33,8,187,6
34,8,187,5
34,8,186,6
35,8,186,6
36,8,186,2
36,7,187,6
37,7,187,3
36,7,187,6
37,7,187,6
38,7,187,2
38,6,188,6
39,6,188,6
40,6,188,6
41,6,188,6
42,6,188,6
43,6,188,6
44,6,188,5
44,6,187,1
43,7,187,2
43,6,188,6
44,6,188,6
45,6,188,1
44,7,188,1
43,8,188,2
43,7,189,6
44,7,189,2
44,6,190,1
43,7,190,1
42,8,190,2
42,7,191,6
43,7,191,2
43,6,192,2
43,5,193,6
44,5,193,6
45,5,193,2
45,4,194,6
46,4,194,1
45,5,194,6
46,5,194,2
46,4,195,5
46,4,194,6
47,4,194,6
48,4,194,6
49,4,194,2
49,3,195,6
50,3,195,6
51,3,195,1
50,4,195,6
51,4,195,2
51,3,196,1
50,4,196,6
51,4,196,6
52,4,196,6
53,4,196,6
54,4,196,1
53,5,196,6
54,5,196,1
53,6,196,6
54,6,196,1
53,7,196,6
54,7,196,2
54,6,197,2
54,5,198,6
55,5,198,6
56,5,198,1
55,6,198,6
56,6,198,1
55,7,198,5
55,7,197,1
54,8,197,1
53,9,197,6
54,9,197,1
53,10,197,1
52,11,197,6
53,11,197,2
53,10,198,6
54,10,198,2
54,9,199,6
55,9,199,6
56,9,199,5
56,9,198,6
57,9,198,6
58,9,198,1
57,10,198,1
56,11,198,1
55,12,198,1
54,13,198,6
55,13,198,1
54,14,198,2
54,13,199,6
55,13,199,1
54,14,199,1
53,15,199,6
54,15,199,1
53,16,199,1
52,17,199,6
53,17,199,1
52,18,199,2
52,17,200,1
51,18,200,2
51,17,201,1
50,18,201,6
51,18,201,2
51,17,202,1
50,18,202,6
51,18,202,6
52,18,202,6
53,18,202,1
52,19,202,1
51,20,202,2
51,19,203,1
50,20,203,6
51,20,203,2
51,19,204,2
51,18,205,1
50,19,205,6
51,19,205,1
50,20,205,2
50,19,206,2
50,18,207,1
49,19,207,6
50,19,207,1
49,20,207,1
48,21,207,2
48,20,208,2
48,19,209,6
49,19,209,2
49,18,210,4
49,17,210,2
49,16,211,2
49,15,212,6
50,15,212,2
50,14,213,6
51,14,213,2
51,13,214,2
51,12,215,2
51,11,216,2
51,10,217,6
52,10,217,2
52,9,218,6
53,9,218,6
54,9,218,2
54,8,219,6
55,8,219,2
55,7,220,6
56,7,220,2
56,6,221,6
57,6,221,6
58,6,221,6
59,6,221,1
58,7,221,1
57,8,221,1
56,9,221,2
56,8,222,6
57,8,222,2
57,7,223,1
56,8,223,6
57,8,223,5
57,8,222,2
57,7,223,6
58,7,223,6
59,7,223,1
58,8,223,6
59,8,223,5
59,8,222,1
58,9,222,1
57,10,222,1
56,11,222,2
56,10,223,1
55,11,223,2
55,10,224,2
55,9,225,6
56,9,225,1
55,10,225,6
56,10,225,6
57,10,225,6
58,10,225,1
57,11,225,1
56,12,225,6
57,12,225,1
56,13,225,6
57,13,225,1
56,14,225,6
57,14,225,2
57,13,226,5
57,13,225,6
58,13,225,6
59,13,225,1
58,14,225,3
57,14,225,6
58,14,225,2
58,13,226,6
59,13,226,6
60,13,226,6
61,13,226,2
61,12,227,6
62,12,227,1
61,13,227,6
62,13,227,6
63,13,227,1
62,14,227,1
61,15,227,2
61,14,228,1
60,15,228,2
60,14,229,1
59,15,229,6
60,15,229,1
59,16,229,6
60,16,229,6
61,16,229,6
62,16,229,6
63,16,229,1
62,17,229,1
61,18,229,6
62,18,229,2
62,17,230,2
62,16,231,6
63,16,231,6
64,16,231,6
65,16,231,1
64,17,231,1
63,18,231,2
63,17,232,1
62,18,232,6
63,18,232,2
63,17,233,1
62,18,233,6
63,18,233,1
62,19,233,6
63,19,233,2
63,18,234,6
64,18,234,1
63,19,234,1
62,20,234,2
62,19,235,2
62,18,236,1
61,19,236,2
61,18,237,1
60,19,237,1
59,20,237,6
60,20,237,6
61,20,237,2
61,19,238,2
61,18,239,6
62,18,239,1
61,19,239,1
60,20,239,2
60,19,240,6
61,19,240,6
62,19,240,1
61,20,240,1
60,21,240,6
61,21,240,2
61,20,241,2
61,19,242,1
60,20,242,6
61,20,242,2
61,19,243,1
60,20,243,2
60,19,244,1
59,20,244,2
59,19,245,2
59,18,246,2
59,17,247,6
60,17,247,1
59,18,247,1
58,19,247,6
59,19,247,5
59,19,246,2
59,18,247,1
58,19,247,2
58,18,248,2
58,17,249,5
58,17,248,1
57,18,248,1
56,19,248,1
55,20,248,1
54,21,248,1
53,22,248,1
52,23,248,6
53,23,248,1
52,24,248,6
53,24,248,1
52,25,248,2
52,24,249,1
51,25,249,2
51,24,250,1
50,25,250,1
49,26,250,2
49,25,251,2
49,24,252,6
50,24,252,2
50,23,253,2
50,22,254,1
49,23,254,1
48,24,254,1
47,25,254,6
48,25,254,1
47,26,254,1
46,27,254,1
45,28,254,6
46,28,254,6
47,28,254,1
46,29,254,1
45,30,254,5
45,30,253,2
45,29,254,6
46,29,254,6
47,29,254,1
46,30,254,2
46,29,255,1
45,30,255,1
44,31,255,6
45,31,255,2
45,30,256,2
45,29,257,1
44,30,257,3
43,30,257,6
44,30,257,1
43,31,257,2
43,30,258,1
42,31,258,1
41,32,258,1
40,33,258,2
40,32,259,5
40,32,258,2
40,31,259,2
40,30,260,1
39,31,260,2
39,30,261,2
39,29,262,5
39,29,261,2
39,28,262,2
39,27,263,1
38,28,263,2
38,27,264,6
39,27,264,6
40,27,264,2
40,26,265,2
40,25,266,2
40,24,267,2
40,23,268,2
40,22,269,1
39,23,269,1
38,24,269,2
38,23,270,1
37,24,270,6
38,24,270,1
37,25,270,1
36,26,270,6
37,26,270,6
38,26,270,2
38,25,271,1
37,26,271,2
37,25,272,6
38,25,272,1
37,26,272,1
36,27,272,2
36,26,273,1
35,27,273,2
35,26,274,2
35,25,275,6
36,25,275,2
36,24,276,2
36,23,277,1
35,24,277,2
35,23,278,1
34,24,278,6
35,24,278,6
36,24,278,2
36,23,279,6
37,23,279,2
37,22,280,2
37,21,281,6
38,21,281,1
37,22,281,2
37,21,282,2
37,20,283,1
36,21,283,1
35,22,283,1
34,23,283,1
33,24,283,1
32,25,283,1
31,26,283,2
31,25,284,6
32,25,284,1
31,26,284,2
31,25,285,2
31,24,286,2
31,23,287,2
31,22,288,6
32,22,288,2
32,21,289,1
31,22,289,6
32,22,289,6
33,22,289,6
34,22,289,5
34,22,288,6
35,22,288,2
35,21,289,2
35,20,290,2
35,19,291,2
35,18,292,6
36,18,292,6
37,18,292,6
38,18,292,1
37,19,292,6
38,19,292,1
37,20,292,2
37,19,293,1
36,20,293,2
36,19,294,1
35,20,294,2
35,19,295,6
36,19,295,1
35,20,295,2
35,19,296,1
34,20,296,2
34,19,297,1
33,20,297,2
33,19,298,2
33,18,299,1
32,19,299,2
32,18,300,2
32,17,301,6
33,17,301,6
34,17,301,2
34,16,302,2
34,15,303,1
33,16,303,2
33,15,304,6
34,15,304,1
33,16,304,6
34,16,304,2
34,15,305,2
34,14,306,1
33,15,306,1
32,16,306,1
31,17,306,2
31,16,307,6
32,16,307,2
100,1,0,6
101,1,0,3
100,1,0,6
101,1,0,6
102,1,0,3
101,1,0,6
102,1,0,6
103,1,0,6
104,1,0,6
105,1,0,6
106,1,0,6
107,1,0,6
108,1,0,6
109,1,0,6
110,1,0,6
111,1,0,1
110,2,0,6
111,2,0,6
112,2,0,3
111,2,0,2
111,1,1,6
112,1,1,6
113,1,1,6
114,1,1,6
115,1,1,6
116,1,1,6
117,1,1,6
118,1,1,6
119,1,1,6
120,1,1,6
121,1,1,6
122,1,1,6
123,1,1,6
124,1,1,6
125,1,1,6
126,1,1,1
125,2,1,1
124,3,1,3
123,3,1,6
124,3,1,6
125,3,1,1
124,4,1,1
123,5,1,6
124,5,1,1
123,6,1,2
123,5,2,1
122,6,2,1
121,7,2,2
121,6,3,1
120,7,3,1
119,8,3,6
120,8,3,1
119,9,3,1
118,10,3,6
119,10,3,2
119,9,4,2
119,8,5,6
120,8,5,2
120,7,6,1
119,8,6,6
120,8,6,1
119,9,6,6
120,9,6,2
120,8,7,1
119,9,7,1
118,10,7,1
117,11,7,2
117,10,8,1
116,11,8,6
117,11,8,6
118,11,8,6
119,11,8,1
118,12,8,1
117,13,8,6
118,13,8,1
117,14,8,6
118,14,8,1
117,15,8,1
116,16,8,2
116,15,9,1
115,16,9,1
114,17,9,1
113,18,9,1
112,19,9,6
113,19,9,2
113,18,10,1
112,19,10,6
113,19,10,1
112,20,10,1
111,21,10,1
110,22,10,1
109,23,10,1
108,24,10,1
107,25,10,1
106,26,10,1
105,27,10,2
105,26,11,1
104,27,11,6
105,27,11,1
104,28,11,1
103,29,11,1
102,30,11,1
101,31,11,2
101,30,12,1
100,31,12,1
99,32,12,2
99,31,13,1
98,32,13,1
97,33,13,1
96,34,13,2
96,33,14,2
96,32,15,2
96,31,16,1
95,32,16,1
94,33,16,6
95,33,16,1
94,34,16,1
93,35,16,1
92,36,16,2
92,35,17,1
91,36,17,1
90,37,17,2
90,36,18,2
90,35,19,1
89,36,19,2
89,35,20,6
90,35,20,2
90,34,21,1
89,35,21,6
90,35,21,1
89,36,21,2
89,35,22,2
89,34,23,1
88,35,23,2
88,34,24,1
87,35,24,2
87,34,25,2
87,33,26,2
